Name 	|V| 	|E| 	Lifetime 	Max|Min Degree 	#deg 1|2 	(un)stability 	pair stability 	pair stability v2 	c 	delta1=0, delta2=0 	weak max(gamma,unstability) 	delta1=0, delta2=5 	weak max(gamma,unstability) 	delta1=0, delta2=10 	weak max(gamma,unstability) 	delta1=5, delta2=10 	weak max(gamma,unstability) 	
d/animal/insecta-ant-colony2-day06.edges	132	5960	[1,161]	127|0	0|0	43	14	10	99	10	5	10	5	8	5	51	27	
d/animal/insecta-ant-colony2-day08.edges	132	6078	[1,176]	127|0	0|0	38	12	10	99	10	5	10	5	8	5	44	26	
d/animal/insecta-ant-colony4-day39.edges	102	492	[1,90]	33|0	0|0	12	4	3	30	3	2	3	2	3	2	13	8	
d/animal/insecta-ant-colony2-day09.edges	132	6375	[1,120]	128|0	0|0	44	11	8	105	8	4	8	4	8	4	51	27	
d/animal/insecta-ant-colony3-day39.edges	161	3059	[1,109]	89|0	0|0	32	10	8	74	7	4	7	4	7	4	36	23	
d/animal/insecta-ant-colony4-day28.edges	102	1276	[1,57]	54|0	0|0	22	6	5	48	5	3	4	3	4	3	26	14	
d/animal/insecta-ant-colony5-day10.edges	153	7779	[1,205]	143|0	0|0	47	11	10	119	10	5	10	5	10	5	52	31	
d/animal/insecta-ant-colony1.edges	114	6113	[1,362]	112|0	0|0	85	84	83	107	109	87	107	55	107	55	107	62	
d/animal/insecta-ant-colony5-day33.edges	152	1485	[1,95]	60|0	0|0	26	8	6	52	6	3	6	3	6	3	31	15	
d/animal/fish-guppy-familiar-1.edges	7	15	[9,21]	5|0	0|0	3	1	1	0	1	1	1	1	0	1	0	1	
d/animal/insecta-ant-colony6-day29.edges	165	5112	[1,180]	112|0	0|0	36	11	9	100	9	5	9	5	9	5	45	26	
d/animal/insecta-ant-colony1-day24.edges	113	2372	[1,160]	75|0	0|0	34	12	9	64	9	4	6	4	6	4	35	20	
d/animal/insecta-ant-colony4-day16.edges	102	2095	[1,65]	70|0	0|0	27	9	7	61	7	4	7	4	7	4	32	19	
d/animal/insecta-ant-colony5-day34.edges	152	1425	[1,139]	61|0	0|0	27	9	8	47	8	4	7	4	6	4	26	16	
d/animal/insecta-ant-colony1-day20.edges	113	3147	[1,134]	91|0	0|0	37	11	9	69	9	4	9	4	9	4	40	23	
d/animal/insecta-ant-colony1-day14.edges	113	3399	[1,123]	92|0	0|0	33	12	9	75	8	5	8	5	8	5	45	24	
d/animal/insecta-ant-colony6.edges	165	13193	[1,269]	163|0	0|0	114	113	111	161	161	138	155	82	154	78	161	84	
d/animal/insecta-ant-colony1-day12.edges	113	3248	[1,169]	92|0	0|0	40	11	9	70	9	5	9	5	8	5	42	25	
d/animal/insecta-ant-colony4-day25.edges	102	1204	[1,60]	52|0	0|0	19	6	5	49	5	3	5	3	5	3	24	13	
d/animal/insecta-ant-colony4-day33.edges	102	490	[1,67]	34|0	0|0	12	6	3	29	3	2	3	2	3	2	15	8	
d/animal/insecta-ant-trophallaxis-colony1-day7.edges	42	43	[4,564]	6|0	6|5	1	0	0	2	0	0	0	0	0	0	1	1	
d/animal/aves-weaver-social.edges	446	1335	[0,22]	27|0	41|39	27	16	16	7	7	10	7	10	7	10	7	10	
d/animal/insecta-ant-colony2-day04.edges	132	6198	[1,243]	125|0	0|0	45	13	11	104	11	5	11	5	11	5	43	28	
d/animal/insecta-ant-colony1-day28.edges	113	2143	[1,110]	72|0	0|0	29	9	6	57	6	4	6	4	6	4	35	19	
d/animal/insecta-ant-colony4-day32.edges	102	497	[1,72]	33|0	0|0	15	5	4	30	4	3	4	3	4	3	17	9	
d/animal/aves-sparrow-social-2010.edges	53	305	[0,0]	29|0	0|0	29	0	0	14	14	9	14	9	14	9	14	9	
d/animal/insecta-ant-colony6-day19.edges	165	7209	[1,176]	134|0	0|0	58	14	11	110	11	5	11	5	11	5	55	29	
d/animal/insecta-beetle-group-t1-period-1.edges	31	161	[0,0]	18|0	0|0	18	0	0	10	10	6	10	6	10	6	10	6	
d/animal/insecta-ant-colony4-day27.edges	102	1266	[1,68]	54|0	0|0	26	8	5	48	5	3	5	3	5	3	24	15	
d/animal/insecta-ant-trophallaxis-colony2-day1.edges	27	36	[2,444]	7|0	4|9	2	1	1	2	1	0	1	0	1	0	1	1	
d/animal/insecta-ant-colony4-day41.edges	102	500	[1,53]	33|0	0|0	13	5	5	30	5	2	4	2	3	2	13	7	
d/animal/insecta-ant-colony1-day10.edges	114	3943	[1,174]	93|0	0|0	43	13	10	76	9	4	8	4	8	4	46	23	
d/animal/insecta-ant-colony6-day38.edges	163	2475	[1,135]	76|0	0|0	33	9	7	63	7	4	7	4	7	4	32	17	
d/animal/fish-guppy-familiar-4.edges	7	15	[8,23]	5|0	0|0	2	1	1	0	1	1	1	1	0	1	0	1	
d/animal/insecta-ant-colony1-day03.edges	114	4483	[1,262]	104|0	0|0	40	11	9	87	9	5	9	5	9	5	50	26	
d/animal/insecta-ant-colony1-day22.edges	113	2269	[1,104]	74|0	0|0	31	11	8	62	8	4	8	4	6	4	34	21	
d/animal/insecta-ant-colony3-day16.edges	161	7025	[1,132]	130|0	0|0	50	15	12	111	12	6	11	6	11	6	66	31	
d/animal/insecta-ant-trophallaxis-colony2-day6.edges	37	46	[4,416]	8|0	8|9	2	1	1	3	1	0	1	0	1	0	1	0	
d/animal/insecta-ant-colony4-day23.edges	102	1228	[1,60]	52|0	0|0	22	8	5	47	5	3	5	3	5	3	27	14	
d/animal/insecta-ant-colony2-day14.edges	132	3930	[1,165]	107|0	0|0	38	11	9	82	9	5	9	5	8	5	41	25	
d/animal/insecta-ant-colony6-day07.edges	165	9860	[1,234]	156|0	0|0	49	13	11	133	11	5	10	5	10	5	62	32	
d/animal/insecta-ant-colony4-day26.edges	102	1240	[1,78]	53|0	0|0	23	7	6	50	6	3	4	3	4	3	25	14	
d/animal/insecta-ant-colony3-day34.edges	161	3348	[1,84]	89|0	1|0	38	12	10	78	10	4	10	4	10	4	41	21	
d/animal/insecta-ant-colony3-day28.edges	161	4634	[1,269]	108|0	0|0	39	12	9	87	9	5	9	5	9	5	45	26	
d/animal/insecta-ant-colony1-day34.edges	113	1118	[1,121]	52|0	1|0	26	10	9	42	9	3	9	3	9	3	30	14	
d/animal/insecta-beetle-group-c4-period-1.edges	31	138	[0,0]	16|0	0|0	16	0	0	8	8	6	8	6	8	6	8	6	
d/animal/reptilia-tortoise-network-fi.edges	788	1197	[2005,2013]	17|0	309|156	12	10	10	8	8	8	8	8	8	8	8	8	
d/animal/insecta-ant-colony5-day05.edges	153	8410	[1,152]	150|0	0|0	47	15	12	125	11	6	11	6	11	6	58	33	
d/animal/insecta-ant-colony1-day36.edges	113	1083	[1,92]	51|0	0|1	22	9	6	41	6	3	6	3	5	3	26	14	
d/animal/insecta-ant-colony6-day06.edges	165	9726	[1,216]	156|0	0|0	46	12	10	135	10	5	10	5	10	5	53	32	
d/animal/insecta-ant-colony6-day22.edges	165	4885	[1,175]	115|0	0|0	40	11	10	94	10	5	8	5	8	5	50	26	
d/animal/insecta-ant-colony2-day41.edges	130	930	[1,76]	51|0	0|0	20	7	5	35	5	3	5	3	5	3	21	11	
d/animal/fish-stickleback-group-4.edges	11	45	[0,0]	9|0	0|0	9	0	0	0	0	0	0	0	0	0	0	0	
d/animal/insecta-ant-colony3-day21.edges	161	6480	[1,231]	127|0	0|0	49	15	11	109	11	5	11	5	10	5	55	31	
d/animal/insecta-ant-colony2-day12.edges	132	3808	[1,131]	99|0	0|0	37	11	10	78	10	4	10	4	7	4	39	22	
d/animal/insecta-ant-colony3-day06.edges	161	8823	[1,239]	152|0	0|0	75	20	15	120	14	7	14	7	14	7	80	42	
d/animal/insecta-ant-colony4-day13.edges	102	2119	[1,108]	70|0	0|0	32	9	8	60	8	4	8	4	8	4	35	21	
d/animal/insecta-ant-colony1-day39.edges	113	1106	[1,116]	52|0	0|0	21	8	8	42	8	4	7	4	7	4	26	13	
d/animal/insecta-ant-colony1-day05.edges	114	4149	[1,141]	101|0	0|0	39	12	10	79	10	5	10	5	10	5	45	25	
d/animal/insecta-ant-colony6-day32.edges	163	2817	[1,104]	80|0	0|0	31	8	7	68	7	4	7	4	6	4	39	19	
d/animal/aves-songbird-social.edges	118	1027	[0,0]	56|0	6|5	56	0	0	25	25	14	25	14	25	14	25	14	
d/animal/insecta-ant-colony1-day38.edges	113	1134	[1,94]	51|0	1|0	24	7	5	46	5	3	5	3	5	3	25	13	
d/animal/insecta-ant-colony2-day22.edges	132	2507	[1,107]	81|0	0|0	29	9	7	63	7	3	6	3	6	3	29	19	
d/animal/insecta-ant-colony6-day33.edges	163	2718	[1,97]	80|0	0|0	31	10	8	65	8	4	7	4	7	4	35	20	
d/animal/insecta-ant-colony3-day20.edges	161	6368	[1,146]	128|0	1|0	55	13	10	108	10	6	10	6	9	6	52	31	
d/animal/insecta-ant-colony5-day18.edges	152	6180	[1,209]	127|0	0|0	42	13	11	97	11	5	11	5	11	5	52	29	
d/animal/insecta-ant-colony6-day35.edges	163	2670	[1,124]	81|0	0|0	35	11	7	67	7	4	7	4	7	4	33	20	
d/animal/insecta-ant-colony4-day02.edges	103	4149	[1,83]	99|0	0|0	41	11	9	90	9	5	9	5	9	5	54	30	
d/animal/insecta-ant-colony3-day24.edges	161	4477	[1,376]	106|0	1|0	43	11	9	86	9	5	8	5	8	5	55	26	
d/animal/insecta-ant-colony5-day31.edges	152	2556	[1,328]	82|0	0|0	37	11	8	66	8	5	8	5	8	5	43	23	
d/animal/insecta-ant-colony5-day25.edges	152	2916	[1,127]	83|0	0|0	32	10	8	70	8	4	8	4	8	4	36	22	
d/animal/insecta-ant-colony5-day26.edges	152	2568	[1,118]	77|0	0|0	32	9	7	65	7	4	7	4	7	4	34	20	
d/animal/insecta-ant-colony6-day23.edges	165	4888	[1,151]	107|0	0|0	42	11	9	89	9	5	9	5	9	5	43	25	
d/animal/insecta-ant-trophallaxis-colony1-day6.edges	41	23	[8,940]	3|0	15|14	1	0	0	1	0	0	0	0	0	0	1	1	
d/animal/aves-wildbird-network.edges	203	4574	[0,1]	110|0	0|4	110	95	95	71	71	53	71	53	71	53	71	53	
d/animal/insecta-ant-colony1-day15.edges	113	3301	[1,362]	92|0	0|0	36	11	8	76	8	4	7	4	7	4	45	23	
d/animal/insecta-ant-colony1-day23.edges	113	2246	[1,125]	73|0	0|0	32	10	7	60	7	4	7	4	7	4	39	20	
d/animal/fish-stickleback-group-6.edges	11	45	[0,0]	9|0	0|0	9	0	0	0	0	0	0	0	0	0	0	0	
d/animal/insecta-ant-colony2-day01.edges	132	6591	[1,157]	128|0	0|0	47	14	11	111	11	5	11	5	11	5	54	30	
d/animal/insecta-ant-trophallaxis-colony1-day2.edges	36	32	[4,918]	4|0	3|7	2	1	1	2	1	0	1	0	1	0	1	1	
d/animal/insecta-ant-colony2-day35.edges	130	991	[1,83]	50|0	0|0	20	7	6	41	6	3	6	3	6	3	21	11	
d/animal/insecta-ant-colony2-day32.edges	130	1015	[1,50]	49|0	0|0	20	7	6	41	6	3	6	3	6	3	22	12	
d/animal/insecta-ant-colony5-day38.edges	152	1570	[1,83]	63|0	0|0	25	8	6	52	6	3	5	3	5	3	27	16	
d/animal/insecta-ant-colony6-day37.edges	163	2570	[1,143]	79|0	0|0	32	8	8	60	7	4	7	4	7	4	37	19	
d/animal/insecta-ant-colony3-day37.edges	161	2969	[1,151]	86|0	1|0	30	11	7	66	7	4	7	4	7	4	36	20	
d/animal/insecta-ant-colony4-day38.edges	102	480	[1,82]	34|0	0|0	13	4	3	26	3	2	3	2	3	2	13	8	
d/animal/insecta-ant-colony1-day21.edges	113	3266	[1,95]	93|0	0|0	34	11	9	75	9	4	9	4	9	4	43	23	
d/animal/fish-stickleback-group-5.edges	11	45	[0,0]	9|0	0|0	9	0	0	0	0	0	0	0	0	0	0	0	
d/animal/insecta-ant-trophallaxis-colony1-day1.edges	31	37	[6,836]	6|0	7|13	2	1	1	2	1	0	1	0	1	0	1	0	
d/animal/insecta-ant-colony2-day37.edges	130	928	[1,57]	48|0	0|0	18	6	5	36	5	3	5	3	5	3	19	11	
d/animal/insecta-ant-colony6-day26.edges	165	4842	[1,108]	110|0	0|0	56	14	11	90	11	5	11	5	11	5	50	27	
d/animal/insecta-ant-trophallaxis-colony1-day3.edges	38	28	[6,626]	6|0	15|6	2	1	1	2	1	0	1	0	1	0	1	0	
d/animal/insecta-ant-colony3-day14.edges	161	6607	[1,111]	131|0	0|0	53	15	12	102	12	7	12	7	11	7	63	32	
d/animal/insecta-ant-colony3-day38.edges	161	2985	[1,152]	86|0	0|0	30	9	8	71	8	4	8	4	8	4	33	20	
d/animal/insecta-ant-colony2-day19.edges	132	3743	[1,179]	104|0	0|0	38	10	8	75	8	4	8	4	8	4	42	23	
d/animal/insecta-ant-colony4-day11.edges	103	3592	[1,106]	98|0	0|0	33	11	7	80	7	4	7	4	7	4	36	22	
d/animal/insecta-ant-colony3-day41.edges	161	2992	[1,102]	87|0	0|0	33	10	8	69	8	4	8	4	8	4	38	21	
d/animal/insecta-ant-colony1-day35.edges	113	1210	[1,81]	52|0	0|0	22	7	6	46	6	3	6	3	6	3	29	13	
d/animal/insecta-ant-colony4-day19.edges	102	2041	[1,59]	68|0	0|0	32	8	7	60	7	4	7	4	7	4	30	19	
d/animal/insecta-ant-colony3-day01.edges	161	11139	[1,74]	159|0	0|0	69	19	16	149	16	7	16	7	14	7	82	49	
d/animal/insecta-ant-colony3-day31.edges	161	4161	[1,120]	106|0	0|1	46	14	12	85	12	5	12	5	9	5	54	27	
d/animal/insecta-ant-colony5-day11.edges	153	6716	[1,156]	127|0	0|0	41	11	8	105	8	5	8	5	8	5	49	24	
d/animal/fish-guppy-familiar-9.edges	7	15	[10,21]	5|0	0|0	5	2	1	0	1	1	1	1	0	1	0	1	
d/animal/insecta-ant-colony4-day30.edges	102	1252	[1,104]	54|0	0|0	22	7	6	45	6	3	5	3	5	3	26	14	
d/animal/reptilia-lizard-network-social.edges	61	318	[0,0]	23|0	0|1	23	0	0	9	9	6	9	6	9	6	9	6	
d/animal/insecta-ant-trophallaxis-colony2-day4.edges	36	41	[10,778]	7|0	9|11	1	0	0	2	0	0	0	0	0	0	1	0	
d/animal/insecta-ant-colony1-day31.edges	113	1882	[1,112]	71|0	0|0	27	9	8	53	8	4	8	4	8	4	32	17	
d/animal/insecta-ant-colony4-day18.edges	102	2022	[1,67]	68|0	0|0	26	8	6	58	6	4	6	4	6	4	30	19	
d/animal/insecta-ant-colony5-day04.edges	153	8566	[1,294]	151|0	0|0	51	15	11	125	11	6	11	6	11	6	58	33	
d/animal/insecta-ant-colony5-day17.edges	152	6082	[1,140]	126|0	0|0	40	12	11	101	11	5	11	5	11	5	43	27	
d/animal/insecta-ant-colony2-day21.edges	132	3843	[1,131]	99|0	0|0	32	9	7	75	7	4	7	4	7	4	35	21	
d/animal/insecta-ant-colony6-day08.edges	165	9664	[1,269]	154|0	0|0	57	14	11	135	11	5	11	5	9	5	60	33	
d/animal/reptilia-tortoise-network-lm.edges	46	106	[1998,1999]	12|0	5|10	11	7	7	6	5	4	4	4	4	4	6	4	
d/animal/aves-wildbird-network-6.edges	203	2837	[0,0]	81|0	1|3	81	0	0	56	56	40	56	40	56	40	56	40	
d/animal/insecta-ant-colony4-day10.edges	103	4036	[1,84]	99|0	0|0	41	12	9	87	9	5	8	5	8	5	49	27	
d/animal/insecta-ant-colony5.edges	153	11363	[1,328]	151|0	0|0	108	108	108	149	149	128	142	74	142	74	149	76	
d/animal/insecta-ant-colony2-day17.edges	132	3921	[1,157]	105|0	0|0	41	12	9	76	9	4	9	4	9	4	37	23	
d/animal/insecta-ant-colony5-day22.edges	152	2937	[1,106]	83|0	0|0	29	10	9	75	9	4	8	4	7	4	34	22	
d/animal/insecta-ant-colony2-day07.edges	132	6293	[1,170]	129|0	0|0	43	13	10	110	9	5	9	5	9	5	48	29	
d/animal/insecta-ant-colony5-day14.edges	152	6235	[1,168]	132|0	0|0	43	13	10	106	10	5	10	5	8	5	45	28	
d/animal/insecta-ant-colony1-day26.edges	113	2137	[1,134]	73|0	0|0	28	9	8	58	8	4	7	4	6	4	30	20	
d/animal/insecta-ant-colony1-day08.edges	114	4076	[1,117]	99|0	0|0	45	14	12	78	12	5	11	5	9	5	48	24	
d/animal/insecta-ant-trophallaxis-colony2-day7.edges	40	52	[2,534]	9|0	8|4	3	1	1	4	1	1	1	1	1	1	1	1	
d/animal/insecta-ant-colony2-day13.edges	132	3929	[1,199]	104|0	0|0	42	10	8	79	8	5	7	5	7	5	39	23	
d/animal/insecta-ant-colony5-day36.edges	152	1554	[1,121]	64|0	0|1	32	9	6	49	6	4	6	4	5	4	31	17	
d/animal/insecta-ant-colony5-day12.edges	152	6057	[1,159]	120|0	0|0	42	15	11	98	11	5	11	5	11	5	49	31	
d/animal/insecta-ant-colony2-day28.edges	132	2195	[1,129]	74|0	0|0	30	9	8	57	8	4	6	4	6	4	32	18	
d/animal/insecta-ant-colony6-day02.edges	165	10272	[1,199]	157|0	0|0	55	14	11	143	11	5	10	5	10	5	54	33	
d/animal/fish-stickleback-group-3.edges	11	45	[0,0]	9|0	0|0	9	0	0	0	0	0	0	0	0	0	0	0	
