Name 	|V| 	|E| 	Lifetime 	Max|Min Degree 	#deg 1|2 	(un)stability 	pair stability 	pair stability v2 	c 	delta1=0, delta2=0 	weak max(gamma,unstability) 	delta1=0, delta2=5 	weak max(gamma,unstability) 	delta1=0, delta2=10 	weak max(gamma,unstability) 	delta1=5, delta2=10 	weak max(gamma,unstability) 	
d/mammalia/mammalia-voles-rob-trapping-57.edges	1312	36	[1,4]	5|0	14|18	4	2	1	2	1	1	1	1	1	1	2	1	
d/mammalia/mammalia-voles-bhp-trapping-09.edges	152	45	[1,6]	7|0	7|9	5	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-primate-association-6.edges	15	18	[0,4]	6|0	0|0	6	2	2	4	2	2	2	2	2	2	4	3	
d/mammalia/mammalia-voles-rob-trapping-54.edges	1271	59	[1,12]	4|0	28|26	4	1	1	2	1	1	1	1	1	1	2	1	
Name 	|V| 	|E| 	Lifetime 	Max|Min Degree 	#deg 1|2 	(un)stability 	pair stability 	pair stability v2 	c 	delta1=0, delta2=0 	weak max(gamma,unstability) 	delta1=0, delta2=5 	weak max(gamma,unstability) 	delta1=0, delta2=10 	weak max(gamma,unstability) 	delta1=5, delta2=10 	weak max(gamma,unstability) 	
d/mammalia/mammalia-voles-rob-trapping-06.edges	169	93	[1,6]	7|0	19|15	6	3	3	2	2	3	2	3	2	3	2	3	
d/mammalia/mammalia-voles-kcs-trapping-09.edges	144	27	[1,3]	4|0	12|12	4	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-plj-trapping-37.edges	784	9	[1,3]	3|0	6|3	3	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-plj-trapping-58.edges	1094	7	[1,1]	1|0	14|0	1	0	0	0	0	0	0	0	0	0	0	0	
d/mammalia/mammalia-raccoon-proximity-23.edges	25	32	[12,155887]	9|0	1|3	2	1	1	5	1	0	1	0	1	0	1	0	
d/mammalia/mammalia-voles-bhp-trapping-52.edges	1425	35	[1,4]	4|0	20|17	4	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-rob-trapping-64.edges	1481	23	[1,3]	3|0	9|14	3	1	1	2	1	1	1	1	1	1	2	2	
d/mammalia/mammalia-voles-rob-trapping-33.edges	924	3	[1,2]	1|0	6|0	1	0	0	0	0	0	0	0	0	0	0	0	
d/mammalia/mammalia-voles-plj-trapping-24.edges	484	238	[1,6]	13|0	12|20	11	7	6	4	6	3	4	3	4	3	4	3	
d/mammalia/mammalia-voles-plj-trapping-32.edges	760	14	[1,4]	4|0	10|2	4	1	1	2	1	1	1	1	1	1	2	1	
d/mammalia/mammalia-raccoon-proximity-51.edges	25	34	[7,41252]	6|0	0|1	2	1	1	3	1	0	1	0	1	0	1	0	
d/mammalia/mammalia-voles-kcs-trapping-41.edges	849	2	[1,1]	1|0	4|0	1	0	0	0	0	0	0	0	0	0	0	0	
d/mammalia/mammalia-voles-bhp-trapping-34.edges	1083	24	[1,8]	5|0	5|6	5	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-voles-kcs-trapping-10.edges	150	18	[1,4]	4|0	7|6	4	2	1	2	1	1	1	1	1	1	2	2	
d/mammalia/mammalia-voles-plj-trapping-08.edges	134	21	[1,3]	3|0	11|11	3	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-kcs-trapping-59.edges	1161	54	[1,8]	6|0	9|7	6	3	2	2	2	2	1	2	1	2	2	2	
d/mammalia/mammalia-raccoon-proximity-2.edges	24	50	[2,105856]	9|0	3|2	2	1	1	4	1	0	1	0	1	0	1	1	
d/mammalia/mammalia-baboon-grooming-group19.edges	13	14	[1,3]	4|0	3|3	4	1	1	2	1	1	1	1	1	1	2	1	
d/mammalia/mammalia-voles-plj-trapping-47.edges	910	30	[1,2]	5|0	13|9	5	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-elephantseal-2012-2013.edges	36	23	[1,2]	3|0	26|7	3	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-plj-trapping-18.edges	279	66	[1,6]	7|0	10|14	6	3	3	3	3	2	2	2	2	2	3	2	
d/mammalia/mammalia-possum-burrow-sharing.edges	16	13	[1,35]	4|0	10|1	1	0	0	1	0	0	0	0	0	0	1	0	
d/mammalia/mammalia-voles-bhp-trapping-40.edges	1138	1	[1,1]	1|0	2|0	1	0	0	0	0	0	0	0	0	0	0	0	
d/mammalia/mammalia-voles-bhp-trapping-50.edges	1403	77	[1,10]	6|0	20|22	5	2	2	2	2	2	2	2	2	2	2	2	
Name 	|V| 	|E| 	Lifetime 	Max|Min Degree 	#deg 1|2 	(un)stability 	pair stability 	pair stability v2 	c 	delta1=0, delta2=0 	weak max(gamma,unstability) 	delta1=0, delta2=5 	weak max(gamma,unstability) 	delta1=0, delta2=10 	weak max(gamma,unstability) 	delta1=5, delta2=10 	weak max(gamma,unstability) 	
d/mammalia/mammalia-voles-kcs-trapping-21.edges	398	76	[1,4]	7|0	15|16	6	3	2	3	2	2	2	2	2	2	3	2	
d/mammalia/mammalia-voles-bhp-trapping-22.edges	621	239	[1,9]	11|0	9|21	9	5	4	5	4	3	3	3	3	3	5	3	
d/mammalia/mammalia-baboon-association-group21.edges	9	15	[1,3]	6|0	0|2	5	2	2	3	2	2	2	2	2	2	3	2	
d/mammalia/mammalia-raccoon-proximity-46.edges	25	23	[4,155841]	7|0	1|2	1	0	0	3	0	0	0	0	0	0	1	0	
d/mammalia/mammalia-voles-plj-trapping-64.edges	1264	3	[1,2]	1|0	6|0	1	0	0	0	0	0	0	0	0	0	0	0	
d/mammalia/mammalia-baboon-association-group19.edges	14	16	[1,1]	5|0	1|7	5	0	0	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-bison-dominance.edges	27	222	[1,22]	24|0	0|0	12	4	4	18	4	3	4	3	3	3	12	7	
d/mammalia/mammalia-voles-bhp-trapping-58.edges	1550	84	[1,2]	7|0	13|16	7	3	3	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-voles-bhp-trapping-17.edges	452	113	[1,5]	6|0	32|26	5	2	2	3	2	2	1	2	1	2	3	2	
d/mammalia/mammalia-voles-plj-trapping-52.edges	1028	22	[1,4]	3|0	21|10	3	1	1	1	1	0	1	0	1	0	1	1	
d/mammalia/mammalia-voles-plj-trapping-57.edges	1083	13	[1,1]	2|0	12|7	2	0	0	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-kcs-trapping-33.edges	764	18	[1,4]	4|0	11|6	4	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-plj-trapping-44.edges	827	12	[1,3]	4|0	6|7	3	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-raccoon-proximity-45.edges	25	25	[3,260180]	6|0	2|1	1	0	0	3	0	0	0	0	0	0	1	0	
d/mammalia/mammalia-raccoon-proximity-11.edges	25	46	[2,173429]	9|0	0|2	2	1	1	4	1	0	1	0	1	0	1	1	
d/mammalia/mammalia-voles-kcs-trapping-30.edges	737	89	[1,9]	6|0	17|24	5	2	2	3	2	2	2	2	2	2	3	2	
d/mammalia/mammalia-voles-rob-trapping-45.edges	1014	89	[1,4]	7|0	13|12	7	5	4	3	4	2	2	2	2	2	3	2	
d/mammalia/mammalia-voles-kcs-trapping-03.edges	56	17	[1,4]	3|0	10|3	3	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-plj-trapping-41.edges	810	2	[1,2]	2|0	2|1	2	0	0	1	0	0	0	0	0	0	1	0	
d/mammalia/mammalia-voles-plj-trapping-03.edges	54	30	[1,4]	4|0	11|10	4	2	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-rob-trapping-58.edges	1340	55	[1,9]	8|0	17|19	7	2	2	1	2	2	1	2	1	2	1	2	
d/mammalia/mammalia-dolphin-florida-overall.edges	292	3182	[1,16]	99|0	6|10	81	47	40	35	40	14	40	14	40	14	35	20	
d/mammalia/mammalia-voles-plj-trapping-11.edges	172	22	[1,5]	5|0	10|4	5	1	1	2	1	1	1	1	1	1	2	2	
d/mammalia/mammalia-voles-plj-trapping-59.edges	1163	107	[1,6]	7|0	13|23	7	4	3	3	3	2	2	2	2	2	3	2	
d/mammalia/mammalia-voles-rob-trapping-48.edges	1135	40	[1,7]	5|0	18|16	5	2	2	2	2	2	2	2	2	2	2	2	
Name 	|V| 	|E| 	Lifetime 	Max|Min Degree 	#deg 1|2 	(un)stability 	pair stability 	pair stability v2 	c 	delta1=0, delta2=0 	weak max(gamma,unstability) 	delta1=0, delta2=5 	weak max(gamma,unstability) 	delta1=0, delta2=10 	weak max(gamma,unstability) 	delta1=5, delta2=10 	weak max(gamma,unstability) 	
d/mammalia/mammalia-voles-kcs-trapping-25.edges	605	244	[1,9]	11|0	11|15	10	4	3	4	3	2	3	2	3	2	4	2	
d/mammalia/mammalia-voles-plj-trapping-21.edges	310	54	[1,12]	7|0	14|12	6	3	3	2	3	2	2	2	2	2	2	2	
d/mammalia/mammalia-voles-plj-trapping-63.edges	1262	25	[1,4]	3|0	21|7	3	2	2	1	2	2	1	2	1	2	1	2	
d/mammalia/mammalia-raccoon-proximity-24.edges	25	41	[3,577627]	10|0	0|1	2	0	0	6	0	0	0	0	0	0	1	0	
d/mammalia/mammalia-dolphin-florida-social.edges	152	1554	[1,5]	69|0	2|1	65	35	31	24	31	17	15	17	15	17	24	17	
d/mammalia/mammalia-voles-kcs-trapping-08.edges	135	41	[1,6]	5|0	13|17	5	2	1	2	1	1	1	1	1	1	2	1	
d/mammalia/mammalia-raccoon-proximity-21.edges	24	22	[4,336157]	6|0	7|4	1	0	0	2	0	0	0	0	0	0	0	0	
d/mammalia/mammalia-raccoon-proximity-1.edges	24	63	[2,119759]	13|0	1|1	2	1	1	6	1	0	1	0	1	0	1	1	
d/mammalia/mammalia-raccoon-proximity-16.edges	25	42	[4,170055]	8|0	1|2	1	0	0	6	0	0	0	0	0	0	1	0	
d/mammalia/mammalia-voles-kcs-trapping-11.edges	155	13	[1,2]	4|0	6|5	4	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-baboon-association-group12.edges	9	5	[1,2]	2|0	2|4	2	1	1	1	0	1	0	1	0	1	1	1	
d/mammalia/mammalia-voles-plj-trapping-09.edges	148	32	[1,4]	5|0	8|14	5	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-voles-bhp-trapping-19.edges	500	49	[1,6]	3|0	40|23	3	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-rob-trapping-49.edges	1184	138	[1,8]	8|0	17|20	8	4	4	3	2	3	2	3	2	3	3	3	
d/mammalia/mammalia-voles-rob-trapping-08.edges	179	37	[1,4]	3|0	20|24	3	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-rob-trapping-12.edges	269	76	[1,6]	6|0	15|25	6	3	3	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-raccoon-proximity-8.edges	25	61	[2,278980]	13|0	0|2	2	0	0	4	0	0	0	0	0	0	1	1	
d/mammalia/mammalia-primate-association-8.edges	21	114	[0,6]	16|0	0|0	15	9	8	13	8	6	8	6	8	6	13	8	
d/mammalia/mammalia-baboon-grooming-group16.edges	7	5	[1,2]	2|0	2|4	2	1	1	1	1	0	1	0	1	0	1	1	
d/mammalia/mammalia-raccoon-proximity-27.edges	25	27	[15,269399]	8|0	3|2	2	0	0	4	0	0	0	0	0	0	1	0	
d/mammalia/mammalia-voles-kcs-trapping-07.edges	127	61	[1,7]	5|0	13|14	5	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-baboon-grooming-group13.edges	10	3	[1,3]	2|0	2|2	2	1	1	1	1	0	1	0	1	0	1	1	
d/mammalia/mammalia-voles-kcs-trapping.edges	1219	3592	[1,64]	36|0	151|183	28	10	10	10	10	6	6	6	6	6	10	7	
d/mammalia/mammalia-voles-plj-trapping-49.edges	968	95	[1,6]	7|0	14|19	6	2	2	3	2	2	1	2	1	2	3	2	
Name 	|V| 	|E| 	Lifetime 	Max|Min Degree 	#deg 1|2 	(un)stability 	pair stability 	pair stability v2 	c 	delta1=0, delta2=0 	weak max(gamma,unstability) 	delta1=0, delta2=5 	weak max(gamma,unstability) 	delta1=0, delta2=10 	weak max(gamma,unstability) 	delta1=5, delta2=10 	weak max(gamma,unstability) 	
d/mammalia/mammalia-voles-bhp-trapping-46.edges	1248	140	[1,5]	9|0	13|15	8	3	3	4	3	2	2	2	2	2	4	2	
d/mammalia/mammalia-voles-rob-trapping-28.edges	884	92	[1,4]	5|0	10|29	5	3	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-voles-bhp-trapping-15.edges	355	32	[1,3]	4|0	20|4	4	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-voles-rob-trapping-30.edges	914	48	[1,5]	5|0	13|19	5	3	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-baboon-grooming-group08.edges	20	14	[1,2]	4|0	7|5	4	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-raccoon-proximity-36.edges	25	25	[3,355327]	7|0	2|2	3	1	1	3	1	0	1	0	1	0	1	0	
d/mammalia/mammalia-voles-plj-trapping-06.edges	115	45	[1,6]	6|0	14|8	6	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-primate-association.edges	26	280	[0,10]	24|0	0|0	20	18	17	22	19	13	18	13	18	13	22	14	
d/mammalia/mammalia-baboon-association-group10.edges	14	32	[1,3]	8|0	1|2	8	5	4	6	4	3	4	3	4	3	6	4	
d/mammalia/mammalia-voles-plj-trapping-62.edges	1258	46	[1,5]	7|0	18|18	6	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-voles-bhp-trapping-35.edges	1097	25	[1,2]	5|0	11|4	5	2	1	2	1	1	1	1	1	1	2	2	
d/mammalia/mammalia-voles-bhp-trapping-21.edges	552	138	[1,6]	9|0	14|24	8	4	4	3	4	2	3	2	3	2	3	3	
d/mammalia/mammalia-asianelephant.edges	74	60	[1,1]	6|0	46|15	6	0	0	3	3	2	3	2	3	2	3	2	
d/mammalia/mammalia-baboon-association-group23.edges	24	30	[1,3]	7|0	4|5	7	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-baboon-association-group14.edges	8	17	[1,7]	6|0	0|0	5	2	1	4	1	1	1	1	1	1	4	2	
d/mammalia/mammalia-raccoon-proximity-47.edges	25	24	[8,90255]	6|0	0|3	2	0	0	4	0	0	0	0	0	0	1	1	
d/mammalia/mammalia-primate-association-16.edges	26	97	[0,10]	16|0	0|0	14	7	6	7	6	4	5	4	5	4	7	4	
d/mammalia/mammalia-primate-association-19.edges	16	13	[0,1]	3|0	0|4	3	1	1	2	1	1	1	1	1	1	2	2	
d/mammalia/mammalia-raccoon-proximity-15.edges	25	49	[2,321495]	10|0	0|1	1	0	0	6	0	0	0	0	0	0	1	0	
d/mammalia/mammalia-voles-plj-trapping-38.edges	795	11	[1,2]	4|0	10|4	4	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-kcs-trapping-53.edges	1068	22	[1,3]	4|0	16|4	4	2	2	1	1	2	1	2	1	2	1	2	
d/mammalia/mammalia-raccoon-proximity-39.edges	25	21	[10,249999]	6|0	5|1	1	0	0	3	0	0	0	0	0	0	1	0	
d/mammalia/mammalia-voles-kcs-trapping-05.edges	96	62	[1,6]	7|0	12|14	6	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-raccoon-proximity-12.edges	25	48	[4,77752]	9|0	0|3	2	1	1	7	1	0	0	0	0	0	1	1	
Name 	|V| 	|E| 	Lifetime 	Max|Min Degree 	#deg 1|2 	(un)stability 	pair stability 	pair stability v2 	c 	delta1=0, delta2=0 	weak max(gamma,unstability) 	delta1=0, delta2=5 	weak max(gamma,unstability) 	delta1=0, delta2=10 	weak max(gamma,unstability) 	delta1=5, delta2=10 	weak max(gamma,unstability) 	
d/mammalia/mammalia-voles-bhp-trapping-39.edges	1137	7	[1,4]	3|0	2|0	3	2	2	0	0	2	0	2	0	2	0	2	
d/mammalia/mammalia-voles-plj-trapping-07.edges	128	35	[1,3]	4|0	12|13	4	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-voles-rob-trapping-17.edges	500	104	[1,7]	7|0	37|16	7	4	4	2	2	4	1	4	1	4	2	4	
d/mammalia/mammalia-primate-association-10.edges	22	60	[0,6]	12|0	0|3	10	5	5	6	5	3	5	3	5	3	6	4	
d/mammalia/mammalia-voles-rob-trapping-52.edges	1252	93	[1,15]	6|0	24|27	6	3	2	2	2	2	1	2	1	2	2	2	
d/mammalia/mammalia-voles-bhp-trapping-29.edges	1045	105	[1,10]	6|0	37|36	4	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-macaque-contact-sits.edges	29	378	[2,554]	27|0	0|0	4	2	1	0	1	1	1	1	1	1	3	2	
d/mammalia/mammalia-primate-association-1.edges	16	45	[0,5]	10|0	0|0	9	5	5	7	5	3	5	3	5	3	7	4	
d/mammalia/mammalia-raccoon-proximity-6.edges	25	75	[4,97855]	14|0	0|1	3	1	1	8	1	0	1	0	1	0	1	1	
d/mammalia/mammalia-voles-kcs-trapping-54.edges	1069	13	[1,3]	4|0	11|1	4	2	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-kcs-trapping-57.edges	1126	25	[1,2]	5|0	10|6	5	1	1	2	1	1	1	1	1	1	2	1	
d/mammalia/mammalia-voles-plj-trapping-48.edges	931	61	[1,6]	5|0	13|12	5	3	3	3	3	2	2	2	2	2	3	2	
d/mammalia/mammalia-voles-plj-trapping-43.edges	814	2	[1,1]	2|0	2|1	2	0	0	1	1	0	1	0	1	0	1	0	
d/mammalia/mammalia-voles-kcs-trapping-56.edges	1110	27	[1,13]	7|0	5|3	7	3	3	2	3	2	2	2	2	2	2	2	
d/mammalia/mammalia-voles-plj-trapping-15.edges	237	60	[1,8]	6|0	12|18	5	1	1	2	1	1	1	1	1	1	2	2	
d/mammalia/mammalia-voles-kcs-trapping-02.edges	43	44	[1,3]	5|0	3|9	5	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-voles-rob-trapping-35.edges	931	3	[1,1]	1|0	6|0	1	0	0	0	0	0	0	0	0	0	0	0	
d/mammalia/mammalia-voles-bhp-trapping-41.edges	1139	1	[1,1]	1|0	2|0	1	0	0	0	0	0	0	0	0	0	0	0	
d/mammalia/mammalia-raccoon-proximity-3.edges	24	50	[1,282]	7|0	2|1	6	1	1	5	1	1	1	1	1	1	3	2	
d/mammalia/mammalia-voles-kcs-trapping-17.edges	350	132	[1,9]	10|0	12|24	7	2	2	4	2	2	1	2	1	2	4	3	
d/mammalia/mammalia-voles-plj-trapping-45.edges	860	63	[1,6]	7|0	7|9	6	2	2	3	2	2	1	2	1	2	3	2	
d/mammalia/mammalia-voles-kcs-trapping-44.edges	866	20	[1,6]	5|0	5|2	4	2	1	2	1	1	1	1	1	1	2	1	
d/mammalia/mammalia-voles-plj-trapping-56.edges	1068	10	[1,2]	2|0	8|6	2	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-baboon-grooming-group06.edges	9	11	[1,5]	5|0	0|3	4	2	2	2	2	2	2	2	2	2	2	2	
Name 	|V| 	|E| 	Lifetime 	Max|Min Degree 	#deg 1|2 	(un)stability 	pair stability 	pair stability v2 	c 	delta1=0, delta2=0 	weak max(gamma,unstability) 	delta1=0, delta2=5 	weak max(gamma,unstability) 	delta1=0, delta2=10 	weak max(gamma,unstability) 	delta1=5, delta2=10 	weak max(gamma,unstability) 	
d/mammalia/mammalia-voles-kcs-trapping-39.edges	844	7	[1,4]	2|0	10|2	2	1	1	1	1	0	1	0	1	0	1	1	
d/mammalia/mammalia-raccoon-proximity-25.edges	25	36	[2,604800]	9|0	3|2	2	1	1	5	1	0	1	0	1	0	1	0	
d/mammalia/mammalia-voles-plj-trapping-33.edges	764	4	[1,2]	2|0	2|3	2	1	1	0	1	0	0	0	0	0	0	0	
d/mammalia/mammalia-voles-rob-trapping-31.edges	923	24	[1,3]	3|0	9|9	3	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-kcs-trapping-27.edges	715	331	[1,17]	13|0	15|16	12	8	6	6	6	3	4	3	4	3	6	4	
d/mammalia/mammalia-voles-kcs-trapping-62.edges	1209	25	[1,4]	4|0	9|12	4	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-cattle-dominance.edges	29	205	[1,13]	22|0	1|0	15	7	6	16	6	4	5	4	5	4	14	8	
d/mammalia/mammalia-voles-kcs-trapping-35.edges	779	13	[1,2]	3|0	7|5	3	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-voles-kcs-trapping-38.edges	838	18	[1,1]	3|0	21|6	3	0	0	1	1	0	1	0	1	0	1	0	
d/mammalia/mammalia-voles-rob-trapping-39.edges	940	2	[1,1]	1|0	4|0	1	0	0	0	0	0	0	0	0	0	0	0	
d/mammalia/mammalia-voles-plj-trapping-16.edges	249	34	[1,5]	5|0	13|12	5	2	2	1	1	2	1	2	1	2	1	2	
d/mammalia/mammalia-voles-rob-trapping-47.edges	1120	184	[1,12]	14|0	18|15	13	6	6	4	6	4	4	4	4	4	4	4	
d/mammalia/mammalia-baboon-association-group29.edges	14	19	[1,2]	4|0	0|4	4	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-voles-bhp-trapping-05.edges	74	65	[1,12]	6|0	7|8	6	3	3	2	3	2	3	2	1	2	2	2	
d/mammalia/mammalia-voles-plj-trapping-12.edges	179	6	[1,3]	2|0	6|3	2	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-kcs-trapping-51.edges	1056	42	[1,8]	5|0	15|18	5	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-voles-kcs-trapping-04.edges	73	30	[1,16]	4|0	9|9	4	3	3	2	3	2	2	2	2	2	2	2	
d/mammalia/mammalia-elephantseal-2010-2012-peidras.edges	19	15	[1,2]	3|0	10|4	3	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-rob-trapping-34.edges	926	5	[1,3]	3|0	2|1	3	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-rob-trapping-36.edges	933	2	[1,1]	1|0	4|0	1	0	0	0	0	0	0	0	0	0	0	0	
d/mammalia/mammalia-baboon-association-group08.edges	21	33	[1,2]	7|0	5|3	7	3	3	3	3	2	3	2	3	2	3	3	
d/mammalia/mammalia-voles-rob-trapping-13.edges	332	197	[1,4]	11|0	12|28	11	8	7	5	7	5	4	5	4	5	5	5	
d/mammalia/mammalia-voles-plj-trapping-31.edges	754	39	[1,6]	6|0	8|9	6	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-voles-kcs-trapping-43.edges	854	4	[1,2]	2|0	2|3	2	1	1	0	1	0	0	0	0	0	1	0	
d/mammalia/mammalia-voles-kcs-trapping-28.edges	723	195	[1,15]	9|0	15|20	7	4	3	4	3	2	3	2	3	2	4	2	
Name 	|V| 	|E| 	Lifetime 	Max|Min Degree 	#deg 1|2 	(un)stability 	pair stability 	pair stability v2 	c 	delta1=0, delta2=0 	weak max(gamma,unstability) 	delta1=0, delta2=5 	weak max(gamma,unstability) 	delta1=0, delta2=10 	weak max(gamma,unstability) 	delta1=5, delta2=10 	weak max(gamma,unstability) 	
d/mammalia/mammalia-primate-association-3.edges	25	167	[0,6]	20|0	0|0	18	13	12	15	11	7	9	7	9	7	15	9	
d/mammalia/mammalia-baboon-association-group04.edges	5	4	[1,1]	3|0	1|2	3	0	0	1	1	0	1	0	1	0	1	0	
d/mammalia/mammalia-raccoon-proximity-17.edges	25	30	[9,242535]	8|0	2|6	1	0	0	4	0	0	0	0	0	0	1	0	
d/mammalia/mammalia-voles-rob-trapping-38.edges	937	2	[1,2]	1|0	4|0	1	0	0	0	0	0	0	0	0	0	0	0	
d/mammalia/mammalia-baboon-association-group11.edges	15	25	[1,2]	6|0	0|4	6	3	3	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-baboon-grooming-group28.edges	19	23	[1,4]	6|0	3|4	6	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-raccoon-proximity-26.edges	25	42	[5,598254]	11|0	0|4	2	0	0	6	0	0	0	0	0	0	1	0	
d/mammalia/mammalia-voles-plj-trapping-51.edges	1014	27	[1,4]	6|0	16|4	6	2	2	1	1	2	1	2	1	2	1	2	
d/mammalia/mammalia-voles-rob-trapping-24.edges	760	156	[1,12]	8|0	19|11	8	3	3	3	3	2	2	2	2	2	3	2	
d/mammalia/mammalia-voles-rob-trapping-61.edges	1445	113	[1,6]	7|0	19|16	7	3	3	3	3	2	2	2	2	2	3	2	
d/mammalia/mammalia-voles-kcs-trapping-06.edges	111	45	[1,4]	6|0	9|8	5	2	2	2	1	2	1	2	1	2	2	2	
d/mammalia/mammalia-raccoon-proximity-18.edges	25	26	[11,277764]	7|0	4|0	1	0	0	4	0	0	0	0	0	0	1	0	
d/mammalia/mammalia-raccoon-proximity-38.edges	25	17	[2,56842]	6|0	3|2	1	0	0	3	0	0	0	0	0	0	1	1	
d/mammalia/mammalia-voles-kcs-trapping-49.edges	1019	124	[1,10]	11|0	15|27	9	5	4	3	4	4	1	4	1	4	3	4	
d/mammalia/mammalia-voles-kcs-trapping-48.edges	979	160	[1,7]	14|0	9|15	13	4	4	5	4	2	3	2	3	2	5	3	
d/mammalia/mammalia-macaque-grooming-bouts.edges	29	228	[1,76]	24|0	0|0	15	7	5	19	5	3	5	3	5	3	13	8	
d/mammalia/mammalia-voles-plj-trapping.edges	1264	3380	[1,64]	35|0	211|192	27	15	15	11	11	7	7	7	7	7	11	7	
d/mammalia/mammalia-voles-bhp-trapping-08.edges	132	22	[1,3]	3|0	12|10	3	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-rob-trapping-11.edges	241	174	[1,12]	15|0	10|7	14	6	5	5	4	4	4	4	4	4	5	4	
d/mammalia/mammalia-voles-bhp-trapping-04.edges	53	35	[1,4]	4|0	15|6	4	3	3	3	3	2	3	2	3	2	3	2	
d/mammalia/mammalia-voles-rob-trapping-07.edges	174	63	[1,7]	7|0	14|27	5	2	1	3	1	1	1	1	1	1	3	1	
d/mammalia/mammalia-voles-kcs-trapping-22.edges	454	196	[1,17]	10|0	12|20	9	4	4	6	4	3	2	3	2	3	6	3	
d/mammalia/mammalia-voles-plj-trapping-10.edges	159	31	[1,6]	4|0	7|12	4	1	1	2	1	1	1	1	1	1	2	1	
d/mammalia/mammalia-raccoon-proximity-37.edges	25	18	[8,604800]	6|0	4|5	1	0	0	2	0	0	0	0	0	0	0	0	
d/mammalia/mammalia-voles-rob-trapping-23.edges	697	157	[1,6]	8|0	21|21	8	4	3	4	3	3	2	3	2	3	4	3	
Name 	|V| 	|E| 	Lifetime 	Max|Min Degree 	#deg 1|2 	(un)stability 	pair stability 	pair stability v2 	c 	delta1=0, delta2=0 	weak max(gamma,unstability) 	delta1=0, delta2=5 	weak max(gamma,unstability) 	delta1=0, delta2=10 	weak max(gamma,unstability) 	delta1=5, delta2=10 	weak max(gamma,unstability) 	
d/mammalia/mammalia-baboon-grooming-group14.edges	8	10	[1,5]	5|0	1|2	4	1	1	3	1	1	1	1	1	1	3	2	
d/mammalia/mammalia-voles-rob-trapping.edges	1481	3935	[1,64]	34|0	208|235	29	10	9	8	9	6	6	6	6	6	8	6	
